,ticker,year,Выручка,Операционная прибыль,EBITDA,Чистая прибыль,Опер.денежный поток,CAPEX,FCF,"Див доход, ао",Дивиденды/прибыль,Опер. расходы,Себестоимость,Амортизация,Расх на персонал,Процентные расходы,Активы,Чистые активы,Долг,Чистый долг,Цена акции ао,Число акций ао,Капитализация,EV,Баланс стоимость,EPS,FCF/акцию,BV/акцию,Рентаб EBITDA,Чистая рентаб,Доходность FCF,ROE,ROA,P/E,P/FCF,P/S,P/BV,EV/EBITDA,Долг/EBITDA,R&D/CAPEX,CAPEX/Выручка,total_price,total_price_target,revenue,total_price_momentum,momentum,lin_reg_pred,log_reg_pred,reports,llm_pred
94,DIOD,2023,0.549,0.007,0.012,0.008,0.003,0.035,-0.026,0.0,0.0,0.291,0.255,0.0,0.213,0.0,1.35,1.13,0.0,-0.03,16.3,91.5,1.49,1.46,0.94,0.09,-0.28,10.2,2.2,1.5,-1.7,0.7,0.6,186.4,-57.4,2.72,1.6,121.5,-2.83,0.0,6.0,16.3,11.298,-0.3665393889096464,8.478720000000001,0.6536056127982321,-0.2120879754990646,0.4036248898046459,"['Дебиторская задолженность по налогам, кроме налога \nна прибыль - 14596 14596 \nПрочая дебиторская задолженность - 5367 5367 \nИтого дебиторская задолженность 401417 401417 \nНа 31.12.2022: \nТорговая дебиторская задолженность - 216315 216315 \nДебиторская задолженность связанных сторон - 71800 71800 \nПредоплата - 48901 48901 \nДебиторская задолженность по налогам, кроме налога \nна прибыль - 8959 8959 \nПрочая дебиторская задолженность - 2285 2285 \nИтого дебиторская задолженность - 348261 348261 \nКредиторская задолженность \n \nКредиторская задолженность \nКраткосрочная ', '- \n4 4 - \nДолгосрочная дебиторская задолженность - - - - \nОтложенные налоговые активы 11 27757 27 124 22945 \nАктивы в форме права пользования - 24347 25 230 26112 \nИтого внеоборотные активы - 472868 484346 476544 \nОборотные активы \nОборотные запасы 8 \n325952 358865 366448 \nКраткосрочная дебиторская задолженность 7 401417 348261 367673 \nКраткосрочная дебиторская задолженность по налогу \nна прибыль \n- 19437 15845 25337 \nПрочие оборотные финансовые активы - 93319 101972 88368 \nДенежные средства и эквиваленты денежных средств 7 34122 107857 88568 \nИтого оборотные активы - ', 'поступления от погашения займов, предоставленных другим организациям 26305 \nпрочие платежи на приобретение долевых и долговых инструментов прочих \nорганизаций \nплатежи на приобретение основных средств, нематериальных активов (35033) (2783) \nвыдача займов (13850) (10740) \nИтого денежные потоки от инвестиционной деятельности (16092) (7120) \nПотоки денежных средств от финансовой деятельности \nпоступления в виде кредитов и займов 11926 \nвозврат кредитов и займов - (4000) \nдивиденды выплаченные (72645) (70020) \nПрибыль (убыток) от покупки валюты \nИтого потоки денежных средств от финансовой деятельности (60719) (74020) \nИтого увеличения (уменьшения) денежных средств и их эквивалентов (73735) 19290 \nДенежные средства и эквиваленты денежных средств на начало периода 107857 88568 \nДенежные средства и эквиваленты денежных средств на конец периода 34122 107857 ', 'Консолидированный отчет о движении денежных средств \n год 2023 год 2022 \nПотоки денежных средств от операционной деятельности \nПоступления денежных средств от операционной деятельности \nпродажа товаров, выполнение работ, оказание услуг 540777 613681 \nпрочие поступления от операционной деятельности 21913 12708 \nВыплаты денежных средств от операционной деятельности \nплатежи поставщикам товаров, работ, услуг (283076) (266577) \nплатежи работникам или в интересах работников (227876) (199591) \nплатежи на выплату процентов (2) (56) \nплатежи на расчеты по налогам и сборам (279) (30339) \nплатежи на расчеты по налогу на прибыль (16939) (9246) \nплатежи на прочие расходы (31442) (20151) \nИтого потоки денежных средств от текущих операций 3076 100430 \nДенежные потоки от инвестиционной деятельности \nпроценты полученные 6487 6403 ', 'кредиторская \nзадолженность \nИтого \nкредиторская \nзадолженность \nНа 31.12.2023: \nТорговая кредиторская задолженность 14980 14980 \nАвансы покупателей 24136 24136 \nКредиторская задолженность по социальному обеспечению и налогам, \nкроме налога на прибыль 25692 25692 \nПрочая кредиторская задолженность 22281 22281 \nИтого кредиторская задолженность 87089 87089 \nНа 31.12.2022: \nТорговая кредиторская задолженность 13981 13981 \nАвансы покупателей 41116 41116 \nКредиторская задолженность по социальному обеспечению и налогам, ']",держать
95,DVEC,2021,118.8,2.34,7.94,1.65,7.6,5.9,1.32,0.0,0.0,115.4,,,17.6,0.78,59.4,20.2,14.5,7.53,1.24,17207.0,21.3,28.9,20.2,0.1,0.08,1.17,6.7,1.4,6.2,8.2,2.8,12.9,16.2,0.18,1.06,3.64,0.95,0.0,5.0,1.24,0.938,-0.2791167095928578,0.828,0.4038535042138228,-0.0056330302377688,0.5017348031358789,"['Ɂɚ ɝɨɞ, \nɡɚɤɨɧɱɢɜɲɢɣɫɹ 31 ɞɟɤɚɛɪɹ \n 2021 ɝɨɞɚ 2020 ɝɨɞɚ \nEBITDA ɨɬɱɟɬɧɵɯ ɫɟɝɦɟɧɬɨɜ (ɊɋȻɍ) 7 862 5 275 \nEBITDA ɩɪɨɱɢɯ ɫɟɝɦɟɧɬɨɜ (ɊɋȻɍ) 81 300 \nȺɦɨɪɬɢɡɚɰɢɹ ɨɫɧɨɜɧɵɯ ɫɪɟɞɫɬɜ ɢ ɇɆȺ (2 851) (4 352) \nɈɛɟɫɰɟɧɟɧɢɟ ɞɟɛɢɬɨɪɫɤɨɣ ɡɚɞɨɥɠɟɧɧɨɫɬɢ (62) (173) \nȼɵɛɵɬɢɟ ɞɨɱɟɪɧɢɯ ɨɛɳɟɫɬɜ (107) 1 633 \nɍɛɵɬɨɤ ɨɬ ɜɵɛɵɬɢɹ ɨɫɧɨɜɧɵɯ ɫɪɟɞɫɬɜ (35) 3 216 \nɍɛɵɬɨɤ ɨɬ ɨɛɟɫɰɟɧɟɧɢɹ ɨɫɧɨɜɧɵɯ ɫɪɟɞɫɬɜ (2 592) (220) \nɉɪɨɱɢɟ 39 35 \nɉɪɢɛɵɥɶ ɨɬ ɨɩɟɪɚɰɢɨɧɧɨɣ ɞɟɹɬɟɥɶɧɨɫɬɢ (ɆɋɎɈ) 2 335 5 714 \nɍɛɵɬɨɤ ɨɬ ɨɩɟɪɚɰɢɨɧɧɨɣ ɞɟɹɬɟɥɶɧɨɫɬɢ ɩɨ ɩɪɟɤɪɚɳɟɧɧɨɣ \nɞɟɹɬɟɥɶɧɨɫɬɢ \n - (25 803) \nɉɪɢɛɵɥɶ ɨɬ ɨɩɟɪɚɰɢɨɧɧɨɣ ɞɟɹɬɟɥɶɧɨɫɬɢ ɩɨ ɩɪɨɞɨɥɠɚɸɳɟɣɫɹ ', '23 \nɁɚ ɝɨɞ, ɡɚɤɨɧɱɢɜɲɢɣɫɹ 31 ɞɟɤɚɛɪɹ 2021 ɝɨɞɚ: \n \nɊɚɫɩɪɟɞɟɥɟɧɢɟ \nɷɥɟɤɬɪɨɷɧɟɪɝɢɢ \nɋɛɵɬ \nɷɥɟɤɬɪɨɷɧɟɪɝɢɢ ɉɪɨɱɢɟ ɂɬɨɝɨ \nȼɵɪɭɱɤɚ ɨɬ ɫɬɨɪɨɧɧɢɯ ɩɨɬɪɟɛɢɬɟɥɟɣ 15 235 107 430 6 449 129 114 \nȼɵɪɭɱɤɚ ɨɬ ɜɧɭɬɪɢɫɟɝɦɟɧɬɧɵɯ ɨɩɟɪɚɰɢɣ 20 816 4 265 88 25 169 \nɂɬɨɝɨ ɜɵɪɭɱɤɚ 36 051 111 695 6 537 154 283 \nEBITDA 4 482 3 380 81 7 943 \nɄɚɩɢɬɚɥɶɧɵɟ ɡɚɬɪɚɬɵ* 6 919 507 45 7 471 \nɇɚ 31 ɞɟɤɚɛɪɹ 2021 ɝɨɞɚ \nɂɬɨɝɨ ɚɤɬɢɜɵ ɨɬɱɟɬɧɵɯ ɫɟɝɦɟɧɬɨɜ 53 755 26 601 2 012 82 368 \nɂɬɨɝɨ ɨɛɹɡɚɬɟɥɶɫɬɜɚ ɨɬɱɟɬɧɵɯ ɫɟɝɦɟɧɬɨɜ 25 679 15 186 1 077 41 942 \nɁɚ ɝɨɞ, ɡɚɤɨɧɱɢɜɲɢɣɫɹ 31 ɞɟɤɚɛɪɹ 2020 ɝɨɞɚ: ', ' Ƚɟɧɟɪɚɰɢɹ \nɊɚɫɩɪɟɞɟɥɟɧɢɟ \nɷɥɟɤɬɪɨɷɧɟɪɝɢɢ \nɋɛɵɬ \nɷɥɟɤɬɪɨɷɧɟɪɝɢɢ ɉɪɨɱɢɟ ɂɬɨɝɨ \nȼɵɪɭɱɤɚ ɨɬ ɫɬɨɪɨɧɧɢɯ ɩɨɬɪɟɛɢɬɟɥɟɣ 21 482 15 068 98 794 1 787 137 131 \nȼɵɪɭɱɤɚ ɨɬ ɜɧɭɬɪɢɫɟɝɦɟɧɬɧɵɯ ɨɩɟɪɚɰɢɣ 33 870 19 862 5 455 8 278 67 465 \nɂɬɨɝɨ ɜɵɪɭɱɤɚ 55 352 34 930 104 249 10 065 204 596 \nEBITDA (2 005) 5 833 1 447 300 5 575 \nɄɚɩɢɬɚɥɶɧɵɟ ɡɚɬɪɚɬɵ* 1 677 5 063 153 607 7 500 \nɇɚ 31 ɞɟɤɚɛɪɹ 2020 ɝɨɞɚ \nɂɬɨɝɨ ɚɤɬɢɜɵ ɨɬɱɟɬɧɵɯ ɫɟɝɦɟɧɬɨɜ - 50 785 23 792 1 936 76 513 \nɂɬɨɝɨ ɨɛɹɡɚɬɟɥɶɫɬɜɚ ɨɬɱɟɬɧɵɯ ɫɟɝɦɟɧɬɨɜ - 23 398 14 729 946 39 073 ']",покупать
96,DVEC,2022,126.1,3.91,8.2,2.71,7.3,11.1,-4.25,0.0,0.0,122.2,,2.7,20.1,0.88,64.8,23.4,14.9,11.7,0.938,17207.0,16.1,27.8,23.4,0.16,-0.25,1.36,6.5,2.1,-26.3,11.6,4.2,5.96,-3.8,0.13,0.69,3.4,1.43,0.0,9.0,0.938,3.2,1.227156139781593,1.24,-0.2791167095928578,0.1807749454775865,0.508276396502041,,покупать
97,DVEC,2023,163.5,5.23,8.69,4.75,9.0,14.0,-5.44,0.0,0.0,158.7,,3.3,22.9,0.66,86.2,28.0,20.3,15.1,3.2,17223.0,55.1,70.2,28.0,0.28,-0.32,1.63,5.3,2.9,-9.9,17.0,5.5,11.6,-10.1,0.34,1.97,8.08,1.74,0.0,9.0,3.2,2.32632,-0.3188631899353558,0.938,1.227156139781593,-0.3595799950980112,0.4120761207303622,,продавать
98,DELI,2022,15.2,1.74,4.05,0.81,4.4,0.45,-3.34,0.0,0.0,2.4,10.7,1.0,0.965,2.05,20.1,3.04,15.9,14.2,255.0,172.0,43.9,58.1,2.54,4.71,-19.4,14.8,26.6,5.3,-7.6,26.6,4.0,54.1,-13.1,2.88,17.3,14.3,3.52,0.0,3.0,255.0,265.0,0.0384662808277961,255.0,0.0,-0.091080358941109,0.3801418659920364,,покупать
99,DELI,2023,20.9,5.23,6.42,1.93,6.45,2.3,-0.85,0.0,0.0,2.57,13.4,1.3,2.25,2.91,36.4,2.58,29.8,21.4,265.0,172.0,45.6,67.0,2.08,11.2,-4.94,12.1,30.7,9.2,-1.9,74.8,5.3,23.6,-53.6,2.18,21.9,10.4,3.34,0.0,11.0,265.0,219.9945,-0.186127279946366,255.0,0.0384662808277961,-0.1956029391601882,0.3673719573609225,,держать
100,DELI,2024,27.9,4.0,5.79,0.008,5.38,0.62,-6.94,0.5,2188.0,3.7,20.6,1.9,3.93,4.62,39.9,6.19,31.4,29.7,218.9,172.0,37.6,67.3,5.8,0.05,-40.3,33.7,20.7,0.0,-18.4,0.1,0.0,4705.0,-5.42,1.35,6.49,11.6,5.13,0.0,2.0,219.9945,109.7,-0.6958531787586717,265.0,-0.186127279946366,0.0769816910799979,0.3858007786403243,,продавать
101,DIAS,2023,9.14,3.09,3.91,3.06,2.85,1.13,1.72,2.7,42.0,2.55,3.57,0.5,4.58,0.02,8.62,6.08,0.0,-3.14,5630.0,10.5,59.1,56.0,3.74,291.4,163.6,356.2,42.8,33.5,2.9,50.3,35.5,19.3,34.4,6.47,15.8,14.3,-0.8,92.57,12.0,5782.009999999999,4441.84,-0.2636826680854092,4500.0,0.250673976321746,-0.2307152928955475,0.3772981272918733,,покупать
102,EUTR,2021,48.9,1.62,-3.05,0.556,2.55,0.024,2.53,0.0,0.0,,46.6,1.1,0.98,1.78,33.6,0.179,20.7,20.6,250.0,106.0,26.5,47.1,0.18,5.25,23.9,1.69,-6.2,1.1,9.5,310.6,1.7,47.7,10.5,0.54,148.0,-15.4,-6.76,0.0,0.0,250.0,250.0,0.0,250.0,0.0,0.6012973477137225,0.8012945314441189,,покупать
103,EUTR,2022,64.9,5.36,6.47,1.75,-8.65,0.073,-8.72,0.0,0.0,,58.6,0.8,1.54,3.34,51.9,11.9,31.3,31.1,250.0,159.1,39.8,70.9,11.0,11.0,-54.8,69.4,10.0,2.7,-21.9,14.6,3.4,22.8,-4.56,0.61,3.6,11.0,4.81,0.0,0.0,250.0,294.555,0.1640048250080568,250.0,0.0,0.3364175249430077,0.6069359863204215,"['Ниже представлена сверка между расходом по налогу на прибыль и бухгалтерской \nприбылью, умноженной на ставку налога на прибыль, действующую в Российской \nФедерации, за 2024 и 2023 годы, а также показан эффект от изменения ставки налога на \nприбыль с 1 января 2025 г., отраженный в составе расхода по налогу на прибыль в отчете \nо прибыли или убытке: \n 2024 г. 2023 г. \nПрибыль до налогообложения 7 295 871 6 479 828 \nУсловный расход по налогу на прибыль 1 459 174 1 295 966 \nНевычитаемые расходы / (необлагаемые доходы) 41 743 25 645 \nЭффект от пересчета отложенных налоговых активов и \nотложенных налоговых обязательств в связи с изменением \nставки налога на прибыль 256 481 – \nРасход по налогу на прибыль, отраженный в отчете о \nприбыли или убытке 1 757 398 1 321 611 ', 'Запасы 17 23 335 569 15 082 316 \nТорговая и прочая дебиторская задолженность 16 20 157 843 22 766 026 \nАвансы выданные 549 888 499 817 \nВыданные займы 18 14 404 12 213 \nНДС к возмещению 3 734 334 3 950 511 \nДенежные средства и их эквиваленты 15 181 069 181 794 \nЧистые инвестиции в аренду 21 126 459 46 093 \nПрочие оборотные нефинансовые активы 7 820 20 363 \nИтого оборотные активы 48 107 386 42 559 133 \nИтого активы 103 873 440 84 991 994 \n \nОбязательства и капитал \nСобственный капитал \nУставный капитал 28 7 957 7 747 \nДобавочный капитал 28 25 922 904 22 927 506 \nСобственные выкупленные акции 28 (6 512) (1 050 790) ', 'Погашение финансовых инструментов (2 191) – \nПогашение займов выданных 18 – 251 028 \nПриобретение основных средств 20 (14 150 372) (9 797 982) \nПриобретение нематериальных активов 22 (269 871) (3 524 190) \nПоступления от продажи основных средств 20 – 78 391 \nЧистые денежные потоки от / (использованные в) \nинвестиционной деятельности (14 422 434) (12 992 753) \n \nФинансовая деятельность \nПоступления от эмиссии акций 28 672 577 12 927 954 \nВыкуп собственных акций 28 – (1 051 000) \nВыпуск долговых ценных бумаг 7, 24 7 370 675 10 235 645 \nВыплаты обязательств по аренде 7, 19 (1 754 856) (978 179) \nПоступления от кредитов и займов 25 12 488 249 17 078 973 \nВыплаты кредитов и займов 25 (13 156 603) (18 861 018) \nУплаченные проценты 25 (7 099 982) (4 514 511) ', 'Активы в форме права пользования (4 013 335) 149 257 (3 864 078) (1 655 254) (5 519 332) \nПрочие внеоборотные активы – 2 740 2 741 4 969 7 708 \nНематериальные активы – (421) (421) 61 857 61 435 \nЧистые инвестиции в лизинг (123 064) 113 350 (9 714) 61 547 51 833 \nВыданные займы (42 294) 42 294 – – – \nЗапасы 136 691 (136 691) – – – \nТорговая и прочая дебиторская \nзадолженность 55 253 88 487 143 740 95 361 239 101 \nАвансы выданные (2 664) 136 685 134 021 211 407 345 428 \nПрочие оборотные активы 8 798 1 545 10 344 29 327 39 671 \nКредиты и займы (16 377) (3 277) (19 653) (9 188) (28 841) \nОбязательства по аренде 3 829 126 (422 941) 3 406 185 1 681 792 5 087 976 \nАвансы полученные 4 567 (7 222) (2 655) 3 252 597 \nОценочные обязательства – 10 579 10 579 4 246 14 825 \nКредиторская задолженность (127 644) (115 847) (243 491) (259 483) (502 975) \nПрочие активы и обязательства – – – (29 855) (29 855) ', '15. Денежные средства и их эквиваленты 45 \n16. Торговая и прочая дебиторская задолженность 46 \n17. Запасы 46 \n18. Выданные займы 46 \n19. Аренда 47 \n20. Основные средства 48 \n21. Чистые инвестиции в аренду 48 \n22. Нематериальные активы 49 \n23. Торговая и прочая кредиторская задолженность 50 \n24. Долговые ценные бумаги 50 \n25. Кредиты и займы 51 \n26. Сегментная информация 51 \n27. Договорные обязательства по будущим операциям и условные факты \nхозяйственной жизни 53 \n28. Капитал и прибыль на акцию 55 \n29. Связанные стороны 57 ']",держать
104,EUTR,2023,126.8,11.0,12.3,5.15,-1.82,13.3,-20.6,9.5,88.0,1.39,114.4,1.2,2.05,4.55,85.0,27.6,39.9,39.7,269.0,159.1,42.8,82.5,23.2,32.4,-129.6,145.7,9.7,4.1,-48.2,18.7,6.1,8.31,-2.08,0.34,1.85,6.71,3.23,0.0,10.0,294.555,139.8276,-0.7450555076636192,250.0,0.1640048250080568,-0.117548388890652,0.4183842358532734,"['Инвестиционная деятельность \nПоступления по займам выданным 14 546 940 – \nЗаймы выданные 14 (776 940) (2 658) \nПриобретение основных средств 16 (8 349 624) (9 025 520) \nПриобретение нематериальных активов 18 (12 961) (13 997) \nЧистые денежные потоки от / (использованные в) \nинвестиционной деятельности (8 592 585) (9 042 175) \n \nФинансовая деятельность \nВыпуск долговых ценных бумаг 20 13 060 111 3 346 940 \nВыплаты обязательств по аренде 15 (1 003 546) (1 052 923) \nПоступления от кредитов и займов 21 7 245 175 5 449 128 \nВыплаты кредитов и займов 21 (7 288 149) (7 113 807) \nУплаченные проценты 21 (4 846 355) (3 293 659) \nПоступления от эмиссии акций 24 96 795 784 457 \nПоступления от взносов акционеров в добавочный капитал 24 490 000 1 125 006 ', 'Гудвил 873 008 873 008 \nЧистые инвестиции в аренду 17 65 443 128 553 \nИтого внеоборотные активы 61 453 373 55 766 054 \n \nОборотные активы \nЗапасы 13 30 467 483 23 335 569 \nТорговая и прочая дебиторская задолженность 12 21 401 779 20 157 843 \nАвансы выданные 1 254 904 549 888 \nВыданные займы 14 244 080 14 404 \nНДС к возмещению 3 417 697 3 734 334 \nДенежные средства и их эквиваленты 11 222 274 181 069 \nЧистые инвестиции в аренду 17 266 345 126 459 \nПрочие оборотные нефинансовые активы 15 938 7 820 \nИтого оборотные активы 57 290 500 48 107 386 \nИтого активы 118 743 873 103 873 440 \n ', 'Итого долгосрочные обязательства 39 764 103 34 013 566 \n \nКраткосрочные обязательства \nДолговые ценные бумаги 20 12 731 876 6 220 515 \nКредиты и займы 21 5 120 812 5 203 203 \nТорговая и прочая кредиторская задолженность 19 17 030 912 17 303 685 \nАвансы полученные 3 489 274 3 478 738 \nЗадолженность по НДС 1 947 865 1 945 881 \nОбязательства по аренде 15 1 512 790 1 455 883 \nКредиторская задолженность по налогу на прибыль 680 158 575 185 \nДивиденды к выплате 24 2 735 826 1 030 850 \nИтого краткосрочные обязательства 45 249 513 37 213 940 \nИтого собственный капитал и обязательства 118 743 873 103 873 440 ', 'Обязательства и капитал \nСобственный капитал \nУставный капитал 24 7 957 7 957 \nДобавочный капитал 24 26 504 813 25 922 904 \nСобственные выкупленные акции 24 (1 626) (6 512) \nНераспределенная прибыль 6 881 560 6 392 357 \nИтого собственный капитал, приходящийся на \nакционеров материнской компании 33 392 704 32 316 706 \nНеконтролирующая доля 337 553 329 228 \nИтого капитал 33 730 257 32 645 934 \n \nДолгосрочные обязательства \nДолговые ценные бумаги 20 18 951 787 12 244 736 \nКредиты и займы 21 3 017 23 538 \nОбязательства по аренде 15 19 313 158 20 462 885 \nОтложенные налоговые обязательства 1 496 141 1 282 407 ', ' \nИзменение в операционных активах и обязательствах \n(Увеличение)/уменьшение торговой и прочей дебиторской \nзадолженности 260 841 6 423 431 \n(Увеличение)/уменьшение запасов (7 131 914) (1 275 783) \n(Увеличение)/уменьшение авансов выданных \nи прочих оборотных активов (394 513) (1 375 354) \nУвеличение/(уменьшение) торговой и прочей кредиторской \nзадолженности (324 165) 1 507 919 \nУвеличение/(уменьшение) авансов полученных и оценочных \nобязательств 61 928 (708 749) \nПолученные проценты 85 484 14 987 \nУплаченный налог на прибыль (782 783) (384 598) \nЧистые денежные потоки использованные \nв операционной деятельности 1 910 430 11 135 509 \n ']",держать
105,GEMC,2021,25.3,7.94,10.1,6.11,9.77,1.41,8.08,0.0,0.0,2.27,15.1,,5.48,0.67,28.6,7.31,17.2,14.5,1003.0,90.0,90.3,104.7,5.28,67.9,89.8,58.7,40.0,24.2,9.0,83.6,21.3,14.8,11.2,3.57,17.1,10.3,1.43,0.0,6.0,1003.0,308.3,-1.1796774530698309,999.8014,0.00319412870339,-0.1257000607758018,0.4182990747429803,,продавать
106,GEMC,2022,23.7,6.36,8.07,3.27,7.08,1.29,5.46,0.0,0.0,1.72,15.6,,5.01,1.51,33.0,10.8,16.9,12.5,308.3,90.0,27.7,40.3,10.8,36.3,60.7,120.1,34.1,13.8,19.7,30.2,9.9,8.49,5.08,1.17,2.57,4.99,1.55,0.0,5.0,308.3,791.7,0.9431091972852834,1003.0,-1.1796774530698309,0.3254340706594603,0.4968831606098601,,покупать
107,GEMC,2023,24.6,8.82,10.6,9.49,9.54,1.51,7.67,0.0,0.0,1.77,14.0,,5.17,1.57,34.2,18.4,12.6,9.2,791.7,90.0,71.3,80.5,5.71,105.4,85.2,63.4,42.9,38.5,10.8,51.6,27.7,7.51,9.29,2.89,12.5,7.63,0.87,0.0,6.0,791.7,757.1,-0.0446871870681271,308.3,0.9431091972852834,-0.3238131443522377,0.4381144560471984,,держать
108,EELT,2021,4.56,0.55,0.587,0.407,1.09,0.032,1.05,4.4,46.0,0.046,3.51,0.0,0.273,,3.96,1.29,0.08,-0.67,7.08,610.0,4.32,3.65,1.24,0.67,1.72,2.04,12.9,8.9,24.3,31.6,10.3,10.6,4.11,0.95,3.47,6.22,-1.14,193.75,1.0,7.391520000000001,6.97262,-0.0583423463249644,7.6664,-0.0365137468813399,0.1127575806244325,0.5095115211156905,,покупать
109,EELT,2022,7.13,1.15,1.2,0.945,-0.078,0.017,-0.082,12.1,48.0,0.54,5.34,0.1,0.271,,3.91,2.04,0.104,-0.29,6.22,610.0,3.79,3.5,2.0,1.55,-0.13,3.28,16.9,13.3,-2.2,46.4,24.2,4.02,-46.3,0.53,1.9,2.91,-0.24,0.0,0.0,6.97262,13.4676,0.6582957499869625,7.391520000000001,-0.0583423463249644,0.5064366472021433,0.7504863114922922,,держать
110,EELT,2023,5.95,0.869,0.973,0.671,0.716,0.05,0.67,4.4,52.0,0.756,4.47,0.1,0.535,,5.44,2.15,0.0,-0.6,12.9,610.0,7.89,7.29,2.13,1.1,1.1,3.48,16.4,11.3,8.5,31.2,12.3,11.8,11.8,1.33,3.71,7.5,-0.62,0.0,1.0,13.4676,12.6,-0.0665899868706411,6.97262,0.6582957499869625,-0.1157178883345948,0.5130430601973847,,покупать
111,ZVEZ,2023,3.75,-0.37,-0.098,-0.66,-0.43,0.061,-0.53,0.0,0.0,0.73,3.37,0.3,1.72,0.278,9.7,-2.56,4.5,4.39,9.87,562.0,5.55,9.94,-2.76,-1.17,-0.94,-4.91,-2.6,-17.6,-9.6,25.8,-6.8,-8.4,-10.5,1.48,-2.01,-101.4,-44.8,0.0,2.0,9.87,7.5,-0.2745968329031254,3.7,0.9811670337952112,0.1182295673366983,0.7260005869518948,,продавать
112,IGST,2021,28.0,2.57,3.1,2.56,-1.52,0.166,-1.7,0.0,0.0,2.57,22.8,,0.395,0.013,12.7,-3.5,6.93,6.85,2544.0,0.801,2.61,9.46,-3.5,3197.0,-2123.0,-4371.0,11.1,9.2,-83.5,-73.1,20.2,1.02,-1.54,0.09,-0.75,3.05,2.21,0.0,1.0,2544.0,2878.0,0.1233579629873003,1008.0,0.9257694758286988,-0.0267500879726317,0.5539010278273874,"['- \n Изменения в: Запасах (2 146 125) (913 924) \nДебиторской задолженности, авансовых платежах и прочих \nпредоплатах (2 098 260) 199 625 \nТорговой и прочей кредиторской задолженности, авансов \nполученных и прочих обязательств 105 604 2 208 537 \nКредиторской задолженности по налогам (241 724) (17 644) \n Платежи по налогу на прибыль (236 606) (26 480) \nЧистое (расходование) поступление денежных средств по \nоперационной деятельности (1 517 247) 1 475 769 \n Потоки денежных средств от инвестиционной деятельности Проценты полученные 5 937 - \nВыплаты по приобретению основных средств и нематериальных \nактивов (166 210) (49 050) \nЧистое расходование денежных средств по инвестиционной \nдеятельности (160 273) (49 050) \n ', 'Операционная прибыль (убыток) 2 565 199 (512 877) \n \nФинансовые доходы 18 5 937 1 750 \nФинансовые расходы 18 (282 724) (229 489) \nПоложительная (отрицательная) курсовая \nразница, нетто 242 949 (861 306) \nПрочие доходы (расходы), нетто (6 485) 4 621 \nИтого прочие доходы и (расходы), нетто (40 323) (1 084 424) \nПрибыль (убыток) до налогообложения 2 524 876 (1 597 301) \n \nЭкономия (расход) по налогу на прибыль 19 32 457 (247 833) \nПрибыль (убыток) за период 2 557 333 (1 845 134) \n \nПрочий совокупный доход (расход): \nПрочий совокупный доход (убыток), не \nподлежащий переклассификации в состав ', 'прибыли, отраженной в обязательной бухгалтерской финансовой отчетности Компании по РСБУ. \nПрибыль (убыток) на акцию \nБазовая прибыль на акцию рассчитывается путем деления прибыли (убытка) за год, приходящейся на \nдержателей обыкновенных акций Компании, на средневзвешенное число обыкновенных акций, \nнаходящихся в обращении в течение года. На 31 декабря 2021 и 2020 гг. выпущенные ценные бумаги с \nэффектом разводнения отсутствовали. \nНиже в таблице приводится информация по прибыли и количеству акций, которая использована в \nрасчетах базовой и разводненной прибыли на акцию: \n 2021 г. 2020 г. \nСредневзвешенное количество обыкновенных акций 800 729 800 729 \nПрибыль за период, приходящаяся на Акционеров \nКомпании 2 557 333 (1 845 134) \nПрибыль на акцию (в российских рублях на одну \nакцию), приходящаяся на держателей обыкновенных \nакций − базовая и разводненная \n3 193,76 (2 304,32) ', ' \n19. Налог на прибыль \nРасходы по налогу на прибыль, отраженные в прибыли и убытках, включали следующие компоненты: \n 2021 г. 2020 г. \nРасход по текущему налогу на прибыль (279 002) – \nИзменения отложенных налоговых активов и обязательств 314 402 (247 833) \nКорректировки налога на прибыль, включая штрафы по налогу \nна прибыль и изменения в неопределенных налоговых \nпозициях \n(2 943) \nЭкономия (расходы) по налогу на прибыль 32 457 (247 833) ', 'приобретения, будут отр ажаться в соответствии с другими применимыми МСФО, а не путем \nкорректировки гудвила. \nВ случае утраты контроля над дочерним предприятием Группа прекращает признание активов (в том \nчисле гудвила), обязательств, неконтролирующих долей участия и прочих компоне нтов капитала \nдочернего предприятия, а возникшие в результате прибыль или убыток отражаются в \nконсолидированном отчете о прибыли или убытке и прочем совокупном доходе. Любые оставшиеся \nинвестиции признаются по справедливой стоимости. \nДопущение о непрерывности деятельности \nПо состоянию на 31 декабря 2021 г. капитал Группы имеет отрицательную величину – минус \n3 501 750 тыс. руб. Оборотные активы Г руппы по состоянию на 31.12.2021 ниже величины \nкраткосрочных обязательств на 3 022 145 тыс. руб., сумма вы данных о беспечений на 31.12.2021 \nсоставляет 93 446 018 тыс. руб., что существенно превышает валюту баланса. По результа там \nдеятельности Группы за 2021 год получен а операционная прибыль в размере 2 565 199 тыс. руб., \nобщий совокупный доход в размере 2 586 474 тыс. руб. (за 2020 год получен операционный убыток в \nразмере 512 877 тыс. руб., общий совокупный расход составил 1 852 398 тыс. руб.). \nГруппа не обладает ресурсами, которые позволили бы ей незамедлительно в полном объеме выполнить ']",покупать
